dataset_id,analysis_set,lineage,program_id,score_method,histology_axis,n_donors,n_levels,spearman_rho,permutation_p_two_sided,permutations,fdr_within_set_lineage_method_axis
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_1,standardized_mean,steatosis,37,4,0.11799906017207834,0.47975202479752027,10000,0.5757024297570243
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_1,standardized_mean,ballooning,37,3,-0.009744536738595197,0.9534046595340466,10000,0.9534046595340465
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_1,standardized_mean,inflammation,37,3,-0.07698687947429833,0.6547345265473453,10000,0.7856814318568144
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_2,singscore,fibrosis,44,5,0.3534713468766903,0.017698230176982303,10000,0.05309469053094691
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_2,singscore,steatosis,37,4,0.33506546316994557,0.0433956604339566,10000,0.26037396260373963
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_2,singscore,ballooning,37,3,0.23551584568210363,0.1628837116288371,10000,0.48865113488651135
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_2,singscore,inflammation,37,3,-0.028595126661882235,0.8651134886511349,10000,0.865113488651135
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_2,standardized_mean,fibrosis,44,5,0.2827337687800686,0.0654934506549345,10000,0.16938306169383063
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_2,standardized_mean,steatosis,37,4,0.33934454996739455,0.0405959404059594,10000,0.20837916208379162
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_2,standardized_mean,ballooning,37,3,0.18802838495599183,0.2628737126287371,10000,0.7867613238676132
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_2,standardized_mean,inflammation,37,3,-0.006048969101552012,0.9735026497350265,10000,0.9735026497350265
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_3,singscore,fibrosis,44,5,0.072903014160804,0.6392360763923608,10000,0.6392360763923608
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_3,singscore,steatosis,37,4,0.27425056292741284,0.09959004099590041,10000,0.2987701229877012
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_3,singscore,ballooning,37,3,0.08756358365103853,0.6037396260373963,10000,0.7829217078292171
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_3,singscore,inflammation,37,3,-0.23975913893424336,0.1588841115888411,10000,0.5877912208779122
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_3,standardized_mean,fibrosis,44,5,-0.09426864999406934,0.5492450754924507,10000,0.6590940905909408
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_3,standardized_mean,steatosis,37,4,0.2886438548824686,0.08299170082991701,10000,0.20837916208379162
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_3,standardized_mean,ballooning,37,3,0.07877977588667102,0.6334366563343665,10000,0.7867613238676132
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_3,standardized_mean,inflammation,37,3,-0.10393228729030274,0.5445455454454554,10000,0.7856814318568144
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_4,singscore,fibrosis,44,5,0.1370721028627394,0.37166283371662834,10000,0.4816318368163183
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_4,singscore,steatosis,37,4,0.18957651205667972,0.26517348265173485,10000,0.5303469653034697
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_4,singscore,ballooning,37,3,0.0774073059234886,0.6524347565243476,10000,0.7829217078292171
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_4,singscore,inflammation,37,3,-0.1528739463846781,0.36796320367963203,10000,0.5877912208779122
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_4,standardized_mean,fibrosis,44,5,0.04164855363443951,0.7935206479352065,10000,0.7935206479352065
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_4,standardized_mean,steatosis,37,4,0.18011065338353496,0.2830716928307169,10000,0.4246075392460754
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_4,standardized_mean,ballooning,37,3,0.07438787200448728,0.6556344365563443,10000,0.7867613238676132
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_4,standardized_mean,inflammation,37,3,-0.12482872600475514,0.46285371462853714,10000,0.7856814318568144
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_5,singscore,fibrosis,44,5,0.16457314087785457,0.2916708329167083,10000,0.4816318368163183
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_5,singscore,steatosis,37,4,0.041623844302458406,0.8097190280971903,10000,0.918108189181082
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_5,singscore,ballooning,37,3,0.08893605361422095,0.6086391360863913,10000,0.7829217078292171
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_5,singscore,inflammation,37,3,-0.2139135436821575,0.1972802719728027,10000,0.5877912208779122
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_5,standardized_mean,fibrosis,44,5,0.17734921365653014,0.24667533246675333,10000,0.37001299870013
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_5,standardized_mean,steatosis,37,4,0.08999049204332128,0.5997400259974003,10000,0.5997400259974003
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_5,standardized_mean,ballooning,37,3,0.12818869456123821,0.43485651434856515,10000,0.7867613238676132
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_5,standardized_mean,inflammation,37,3,-0.18751804214811235,0.26717328267173285,10000,0.7856814318568144
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_6_SAENDO1,singscore,fibrosis,44,5,0.4119381206096123,0.0053994600539946005,10000,0.0323967603239676
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_6_SAENDO1,singscore,steatosis,37,4,0.07896860180746781,0.6381361863813618,10000,0.918108189181082
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_6_SAENDO1,singscore,ballooning,37,3,0.26282799794943384,0.1171882811718828,10000,0.48865113488651135
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_6_SAENDO1,singscore,inflammation,37,3,-0.05719025332376447,0.7430256974302569,10000,0.865113488651135
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_6_SAENDO1,standardized_mean,fibrosis,44,5,0.42031114005778386,0.005599440055994401,10000,0.033596640335966405
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_6_SAENDO1,standardized_mean,steatosis,37,4,0.27619560238079877,0.10418958104189581,10000,0.20837916208379162
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_6_SAENDO1,standardized_mean,ballooning,37,3,0.45744423872870127,0.0046995300469953,10000,0.028197180281971802
GSE202379,including_end_stage_sensitivity,endothelial,RAM2019_ENDO_6_SAENDO1,standardized_mean,inflammation,37,3,0.16497188458778214,0.33226677332266774,10000,0.7856814318568144
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,singscore,fibrosis,25,5,0.31099675135925037,0.1274872512748725,10000,0.38246175382461756
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,singscore,steatosis,18,3,-0.015980985459563165,0.9514048595140486,10000,0.9514048595140486
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,singscore,ballooning,18,3,0.3081983778511482,0.21977802219778023,10000,0.7061293870612939
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,singscore,inflammation,18,3,-0.23475536015044904,0.35726427357264273,10000,0.35726427357264273
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,standardized_mean,fibrosis,25,5,0.2691090059411048,0.19218078192180782,10000,0.6851314868513149
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,standardized_mean,steatosis,18,3,0.10387640548716058,0.6804319568043196,10000,0.9684031596840316
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,standardized_mean,ballooning,18,3,0.4786910975134855,0.04839516048395161,10000,0.2903709629037097
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_A_SAM,standardized_mean,inflammation,18,3,-0.05508226327552436,0.835016498350165,10000,0.835016498350165
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,singscore,fibrosis,25,5,0.3275937825626665,0.11178882111788821,10000,0.38246175382461756
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,singscore,steatosis,18,3,0.10501790444855795,0.6752324767523248,10000,0.8102789721027897
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,singscore,ballooning,18,3,0.2360668426093901,0.35306469353064696,10000,0.7061293870612939
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,singscore,inflammation,18,3,-0.33836247440679246,0.17368263173682633,10000,0.34736526347365265
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,standardized_mean,fibrosis,25,5,0.08377549083629107,0.685031496850315,10000,0.8220377962203779
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,standardized_mean,steatosis,18,3,0.01027349065257632,0.9684031596840316,10000,0.9684031596840316
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,standardized_mean,ballooning,18,3,0.17705013195704258,0.4891510848915108,10000,0.586981301869813
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_B_SAM,standardized_mean,inflammation,18,3,-0.2924605883438555,0.24857514248575144,10000,0.497050294970503
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,singscore,fibrosis,25,5,0.2501409702800578,0.2288771122887711,10000,0.45775422457754217
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,singscore,steatosis,18,3,0.2979312289247133,0.2293770622937706,10000,0.8102789721027897
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,singscore,ballooning,18,3,-0.07213153524175808,0.7843215678432157,10000,0.9311068893110689
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,singscore,inflammation,18,3,-0.2452472198219775,0.33656634336566343,10000,0.35726427357264273
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,standardized_mean,fibrosis,25,5,0.15451045715561232,0.4567543245675432,10000,0.6851314868513149
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,standardized_mean,steatosis,18,3,0.052508952224278975,0.8407159284071593,10000,0.9684031596840316
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,standardized_mean,ballooning,18,3,-0.373772500798201,0.13188681131886812,10000,0.39566043395660433
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_C_KC,standardized_mean,inflammation,18,3,-0.24131277244515434,0.33136686331366866,10000,0.497050294970503
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,singscore,fibrosis,25,5,-0.11894539029114912,0.5748425157484252,10000,0.5882411758824118
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,singscore,steatosis,18,3,0.15524385875004218,0.5376462353764624,10000,0.8102789721027897
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,singscore,ballooning,18,3,0.1377056581888109,0.5922407759224078,10000,0.8883611638836116
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,singscore,inflammation,18,3,-0.5075437116101887,0.029397060293970604,10000,0.17638236176382363
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,standardized_mean,fibrosis,25,5,-0.1612283031188998,0.44195580441955806,10000,0.6851314868513149
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,standardized_mean,steatosis,18,3,0.3013557258089054,0.22057794220577942,10000,0.6617338266173383
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,standardized_mean,ballooning,18,3,0.22950943031468482,0.35896410358964104,10000,0.586981301869813
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_D_TMO,standardized_mean,inflammation,18,3,-0.30557541293326607,0.21987801219878012,10000,0.497050294970503
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,singscore,fibrosis,25,5,0.11341304655667707,0.5882411758824118,10000,0.5882411758824118
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,singscore,steatosis,18,3,-0.14497036809746586,0.5656434356564344,10000,0.8102789721027897
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,singscore,ballooning,18,3,-0.2360668426093901,0.34936506349365065,10000,0.7061293870612939
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,singscore,inflammation,18,3,-0.24393573736303645,0.32396760323967605,10000,0.35726427357264273
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,standardized_mean,fibrosis,25,5,-0.16201863793811008,0.43595640435956406,10000,0.6851314868513149
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,standardized_mean,steatosis,18,3,-0.19747932032174484,0.43275672432756723,10000,0.8655134486551345
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,standardized_mean,ballooning,18,3,-0.18360754425174786,0.47035296470352966,10000,0.586981301869813
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_E_TMO,standardized_mean,inflammation,18,3,-0.13901714064775195,0.5849415058494151,10000,0.7019298070192981
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,singscore,fibrosis,25,5,0.1612283031188998,0.43615638436156384,10000,0.5882411758824118
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,singscore,steatosis,18,3,-0.26939375488977907,0.27507249275072493,10000,0.8102789721027897
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,singscore,ballooning,18,3,-0.026229649178821122,0.9311068893110689,10000,0.9311068893110689
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,singscore,inflammation,18,3,-0.43541217636843066,0.0714928507149285,10000,0.2144785521447855
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,standardized_mean,fibrosis,25,5,0.04267808023735583,0.8388161183881612,10000,0.8388161183881612
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,standardized_mean,steatosis,18,3,-0.31391221438427647,0.20977902209779023,10000,0.6617338266173383
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,standardized_mean,ballooning,18,3,-0.0065574122947052805,0.9879012098790121,10000,0.9879012098790122
GSE202379,including_end_stage_sensitivity,macrophage_monocyte,RAM2019_MAC_SIG_F_CDC1,standardized_mean,inflammation,18,3,-0.33311654457102824,0.18348165183481652,10000,0.497050294970503
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,singscore,fibrosis,29,5,0.14158267156232557,0.45915408459154083,10000,0.550984901509849
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,singscore,steatosis,22,3,-0.3429453602214146,0.11658834116588342,10000,0.23367663233676633
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,singscore,ballooning,22,3,-0.2700437772409515,0.22007799220077992,10000,0.33011698830116987
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,singscore,inflammation,22,3,-0.43743341834754984,0.0410958904109589,10000,0.2465753424657534
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,standardized_mean,fibrosis,29,5,0.04592668916970599,0.8115188481151885,10000,0.8115188481151886
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,standardized_mean,steatosis,22,3,-0.25158668669927553,0.2522747725227477,10000,0.3270872912708729
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,standardized_mean,ballooning,22,3,-0.3445551309782742,0.11198880111988802,10000,0.2725227477252275
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_HSC,standardized_mean,inflammation,22,3,-0.40392494342148105,0.060193980601939805,10000,0.3611638836116388
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,singscore,fibrosis,29,5,0.4708747362124801,0.011398860113988602,10000,0.05039496050394961
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,singscore,steatosis,22,3,0.35024813246369735,0.11768823117688232,10000,0.23367663233676633
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,singscore,ballooning,22,3,0.35775647699276747,0.10188981101889812,10000,0.30566943305669436
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,singscore,inflammation,22,3,0.18907125011218262,0.40935906409359063,10000,0.6140385961403859
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,standardized_mean,fibrosis,29,5,0.4350418248822699,0.019098090190980903,10000,0.05729427057294271
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,standardized_mean,steatosis,22,3,0.2879680948249061,0.19188081191880813,10000,0.3270872912708729
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,standardized_mean,ballooning,22,3,0.41056186105074055,0.062993700629937,10000,0.2725227477252275
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_MESOTHELIAL,standardized_mean,inflammation,22,3,0.18907125011218262,0.39746025397460255,10000,0.5961903809619038
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,singscore,fibrosis,29,5,0.44412622493781617,0.016798320167983202,10000,0.05039496050394961
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,singscore,steatosis,22,3,0.4112949020304333,0.056894310568943104,10000,0.23367663233676633
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,singscore,ballooning,22,3,0.3551162077898688,0.09809019098090191,10000,0.30566943305669436
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,singscore,inflammation,22,3,0.28757340489090716,0.20257974202579743,10000,0.40515948405159485
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,standardized_mean,fibrosis,29,5,0.2982711351571015,0.11658834116588342,10000,0.17683231676832317
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,standardized_mean,steatosis,22,3,0.2472702484470821,0.2725727427257274,10000,0.3270872912708729
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,standardized_mean,ballooning,22,3,0.2099014016304429,0.3424657534246575,10000,0.3424657534246575
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_SAMES,standardized_mean,inflammation,22,3,0.275012727435902,0.2181781821817818,10000,0.43635636436356356
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,singscore,fibrosis,29,5,0.32098213529596714,0.0902909709029097,10000,0.13543645635436455
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,singscore,steatosis,22,3,0.23123776351036354,0.29427057294270575,10000,0.29427057294270575
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,singscore,ballooning,22,3,0.21122153623189224,0.3438656134386561,10000,0.41263873612638735
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,singscore,inflammation,22,3,0.372853793927521,0.08689131086891311,10000,0.2606739326067393
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,standardized_mean,fibrosis,29,5,0.29625237958920236,0.11788821117888211,10000,0.17683231676832317
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,standardized_mean,steatosis,22,3,0.255903124951469,0.25107489251074894,10000,0.3270872912708729
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,standardized_mean,ballooning,22,3,0.2943900161231998,0.18168183181681832,10000,0.2725227477252275
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_MES_VSMC,standardized_mean,inflammation,22,3,0.33517176156250555,0.137986201379862,10000,0.413958604139586
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,singscore,fibrosis,29,5,0.11254562291037841,0.557044295570443,10000,0.557044295570443
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,singscore,steatosis,22,3,0.2509700526632479,0.25477452254774524,10000,0.29427057294270575
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,singscore,ballooning,22,3,-0.07788794148551026,0.7275272472752725,10000,0.7275272472752725
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,singscore,inflammation,22,3,0.12296242140162926,0.5837416258374163,10000,0.7004899510048995
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,standardized_mean,fibrosis,29,5,-0.18774426781462228,0.33396660333966605,10000,0.4007599240075993
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,standardized_mean,steatosis,22,3,0.0955782755842836,0.664933506649335,10000,0.664933506649335
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,standardized_mean,ballooning,22,3,-0.31287190054349034,0.1573842615738426,10000,0.2725227477252275
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_A,standardized_mean,inflammation,22,3,0.053548151255548224,0.8086191380861913,10000,0.8954104589541045
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,singscore,fibrosis,29,5,0.3790213578730681,0.041195880411958805,10000,0.08239176082391761
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,singscore,steatosis,22,3,0.31016692012190095,0.15578442155784422,10000,0.23367663233676633
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,singscore,ballooning,22,3,0.28778934311595317,0.19238076192380762,10000,0.33011698830116987
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,singscore,inflammation,22,3,0.05420923954265376,0.8148185181481852,10000,0.8148185181481852
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,standardized_mean,fibrosis,29,5,0.4754169362402532,0.0112988701129887,10000,0.05729427057294271
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,standardized_mean,steatosis,22,3,0.2528199547713308,0.260973902609739,10000,0.3270872912708729
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,standardized_mean,ballooning,22,3,0.24686517047102405,0.25837416258374163,10000,0.31004899510048994
GSE202379,including_end_stage_sensitivity,mesenchymal_hsc_myofibroblast,RAM2019_SAMES_B,standardized_mean,inflammation,22,3,0.030410061206854546,0.8954104589541045,10000,0.8954104589541045
